,Date,Time,Global_active_power,trend,detrend
2073180,25/11/2010,10:24:00,0.748,0.7988402963997954,-0.05084029639979537
2073181,25/11/2010,10:25:00,0.75,0.7991794697775808,-0.04917946977758081
2073182,25/11/2010,10:26:00,0.748,0.7995186431553662,-0.05151864315536625
2073183,25/11/2010,10:27:00,0.75,0.7998578165331516,-0.04985781653315158
2073184,25/11/2010,10:28:00,0.752,0.800196989910937,-0.048196989910937016
2073185,25/11/2010,10:29:00,0.75,0.8005361632887225,-0.05053616328872246
2073186,25/11/2010,10:30:00,0.75,0.8008753366665079,-0.0508753366665079
2073187,25/11/2010,10:31:00,0.75,0.8012145100442932,-0.05121451004429323
2073188,25/11/2010,10:32:00,0.864,0.8015536834220787,0.062446316577921324
2073189,25/11/2010,10:33:00,0.918,0.8018928567998641,0.11610714320013593
2073190,25/11/2010,10:34:00,0.752,0.8022320301776495,-0.050232030177649545
2073191,25/11/2010,10:35:00,0.744,0.8025712035554349,-0.05857120355543488
2073192,25/11/2010,10:36:00,0.666,0.8029103769332203,-0.13691037693322028
2073193,25/11/2010,10:37:00,0.642,0.8032495503110058,-0.16124955031100574
2073194,25/11/2010,10:38:00,0.646,0.8035887236887911,-0.15758872368879107
2073195,25/11/2010,10:39:00,0.636,0.8039278970665765,-0.16792789706657651
2073196,25/11/2010,10:40:00,0.63,0.804267070444362,-0.17426707044436196
2073197,25/11/2010,10:41:00,0.408,0.8046062438221474,-0.39660624382214743
2073198,25/11/2010,10:42:00,0.36,0.8049454171999327,-0.44494541719993275
2073199,25/11/2010,10:43:00,0.488,0.8052845905777182,-0.3172845905777182
2073200,25/11/2010,10:44:00,0.472,0.8056237639555036,-0.33362376395550364
2073201,25/11/2010,10:45:00,0.386,0.805962937333289,-0.41996293733328904
2073202,25/11/2010,10:46:00,0.382,0.8063021107110744,-0.4243021107110744
2073203,25/11/2010,10:47:00,0.376,0.8066412840888598,-0.4306412840888598
2073204,25/11/2010,10:48:00,0.374,0.8069804574666453,-0.43298045746664526
2073205,25/11/2010,10:49:00,0.38,0.8073196308444306,-0.4273196308444306
2073206,25/11/2010,10:50:00,0.414,0.807658804222216,-0.39365880422221605
2073207,25/11/2010,10:51:00,0.456,0.8079979776000015,-0.35199797760000145
2073208,25/11/2010,10:52:00,0.446,0.8083371509777869,-0.3623371509777869
2073209,25/11/2010,10:53:00,0.444,0.8086763243555722,-0.36467632435557223
2073210,25/11/2010,10:54:00,0.442,0.8090154977333577,-0.3670154977333577
2073211,25/11/2010,10:55:00,0.442,0.8093546711111431,-0.3673546711111431
2073212,25/11/2010,10:56:00,0.446,0.8096938444889284,-0.36369384448892844
2073213,25/11/2010,10:57:00,0.362,0.8100330178667139,-0.4480330178667139
2073214,25/11/2010,10:58:00,0.356,0.8103721912444993,-0.45437219124449935
2073215,25/11/2010,10:59:00,0.312,0.8107113646222848,-0.49871136462228477
2073216,25/11/2010,11:00:00,0.282,0.8110505380000701,-0.5290505380000701
2073217,25/11/2010,11:01:00,0.36,0.8113897113778555,-0.45138971137785555
2073218,25/11/2010,11:02:00,0.39,0.811728884755641,-0.42172888475564096
2073219,25/11/2010,11:03:00,0.406,0.8120680581334263,-0.4060680581334263
2073220,25/11/2010,11:04:00,0.34,0.8124072315112117,-0.4724072315112117
2073221,25/11/2010,11:05:00,0.346,0.8127464048889972,-0.4667464048889972
2073222,25/11/2010,11:06:00,0.352,0.8130855782667826,-0.46108557826678265
2073223,25/11/2010,11:07:00,0.318,0.813424751644568,-0.49542475164456795
2073224,25/11/2010,11:08:00,0.276,0.8137639250223534,-0.5377639250223534
2073225,25/11/2010,11:09:00,0.276,0.8141030984001388,-0.5381030984001388
2073226,25/11/2010,11:10:00,0.274,0.8144422717779243,-0.5404422717779243
2073227,25/11/2010,11:11:00,0.28,0.8147814451557096,-0.5347814451557096
2073228,25/11/2010,11:12:00,0.282,0.815120618533495,-0.5331206185334951
2073229,25/11/2010,11:13:00,0.28,0.8154597919112805,-0.5354597919112805
2073230,25/11/2010,11:14:00,0.28,0.8157989652890658,-0.5357989652890658
2073231,25/11/2010,11:15:00,0.28,0.8161381386668513,-0.5361381386668512
2073232,25/11/2010,11:16:00,0.276,0.8164773120446367,-0.5404773120446367
2073233,25/11/2010,11:17:00,0.272,0.8168164854224221,-0.5448164854224221
2073234,25/11/2010,11:18:00,0.31,0.8171556588002075,-0.5071556588002075
2073235,25/11/2010,11:19:00,0.386,0.8174948321779929,-0.4314948321779929
2073236,25/11/2010,11:20:00,0.422,0.8178340055557783,-0.39583400555577836
2073237,25/11/2010,11:21:00,0.458,0.8181731789335638,-0.36017317893356376
2073238,25/11/2010,11:22:00,0.882,0.8185123523113491,0.0634876476886509
2073239,25/11/2010,11:23:00,1.564,0.8188515256891346,0.7451484743108655
2073240,25/11/2010,11:24:00,1.544,0.81919069906692,0.72480930093308
2073241,25/11/2010,11:25:00,1.644,0.8195298724447053,0.8244701275552946
2073242,25/11/2010,11:26:00,1.55,0.8198690458224908,0.7301309541775093
2073243,25/11/2010,11:27:00,1.562,0.8202082192002762,0.7417917807997239
2073244,25/11/2010,11:28:00,1.57,0.8205473925780616,0.7494526074219384
2073245,25/11/2010,11:29:00,1.568,0.820886565955847,0.7471134340441531
2073246,25/11/2010,11:30:00,1.562,0.8212257393336324,0.7407742606663676
2073247,25/11/2010,11:31:00,1.564,0.8215649127114178,0.7424350872885822
2073248,25/11/2010,11:32:00,1.572,0.8219040860892033,0.7500959139107968
2073249,25/11/2010,11:33:00,1.476,0.8222432594669886,0.6537567405330114
2073250,25/11/2010,11:34:00,1.526,0.8225824328447741,0.703417567155226
2073251,25/11/2010,11:35:00,1.654,0.8229216062225595,0.8310783937774404
2073252,25/11/2010,11:36:00,1.478,0.8232607796003448,0.6547392203996552
2073253,25/11/2010,11:37:00,1.406,0.8235999529781303,0.5824000470218696
2073254,25/11/2010,11:38:00,1.406,0.8239391263559157,0.5820608736440842
2073255,25/11/2010,11:39:00,1.412,0.8242782997337011,0.5877217002662988
2073256,25/11/2010,11:40:00,1.406,0.8246174731114865,0.5813825268885134
2073257,25/11/2010,11:41:00,1.39,0.8249566464892719,0.565043353510728
2073258,25/11/2010,11:42:00,1.384,0.8252958198670574,0.5587041801329425
2073259,25/11/2010,11:43:00,1.392,0.8256349932448427,0.5663650067551572
2073260,25/11/2010,11:44:00,1.394,0.8259741666226281,0.5680258333773718
2073261,25/11/2010,11:45:00,1.392,0.8263133400004136,0.5656866599995863
2073262,25/11/2010,11:46:00,1.408,0.826652513378199,0.5813474866218009
2073263,25/11/2010,11:47:00,1.576,0.8269916867559843,0.7490083132440157
2073264,25/11/2010,11:48:00,1.49,0.8273308601337698,0.6626691398662302
2073265,25/11/2010,11:49:00,1.504,0.8276700335115552,0.6763299664884448
2073266,25/11/2010,11:50:00,1.456,0.8280092068893405,0.6279907931106594
2073267,25/11/2010,11:51:00,1.386,0.828348380267126,0.5576516197328739
2073268,25/11/2010,11:52:00,1.404,0.8286875536449114,0.5753124463550885
2073269,25/11/2010,11:53:00,1.394,0.8290267270226969,0.564973272977303
2073270,25/11/2010,11:54:00,1.458,0.8293659004004822,0.6286340995995178
2073271,25/11/2010,11:55:00,1.51,0.8297050737782676,0.6802949262217324
2073272,25/11/2010,11:56:00,1.494,0.8300442471560531,0.6639557528439469
2073273,25/11/2010,11:57:00,1.506,0.8303834205338385,0.6756165794661615
2073274,25/11/2010,11:58:00,1.228,0.8307225939116238,0.39727740608837614
2073275,25/11/2010,11:59:00,0.426,0.8310617672894093,-0.4050617672894093
2073276,25/11/2010,12:00:00,0.42,0.8314009406671947,-0.41140094066719474
2073277,25/11/2010,12:01:00,0.424,0.83174011404498,-0.40774011404498006
2073278,25/11/2010,12:02:00,0.422,0.8320792874227655,-0.4100792874227655
2073279,25/11/2010,12:03:00,0.418,0.8324184608005509,-0.41441846080055095
2073280,25/11/2010,12:04:00,0.418,0.8327576341783364,-0.4147576341783364
2073281,25/11/2010,12:05:00,0.476,0.8330968075561217,-0.3570968075561217
2073282,25/11/2010,12:06:00,0.494,0.8334359809339071,-0.33943598093390714
2073283,25/11/2010,12:07:00,0.492,0.8337751543116926,-0.3417751543116926
2073284,25/11/2010,12:08:00,0.466,0.834114327689478,-0.368114327689478
2073285,25/11/2010,12:09:00,0.4,0.8344535010672633,-0.4344535010672633
2073286,25/11/2010,12:10:00,0.396,0.8347926744450488,-0.43879267444504877
2073287,25/11/2010,12:11:00,0.396,0.8351318478228342,-0.4391318478228342
2073288,25/11/2010,12:12:00,0.4,0.8354710212006196,-0.43547102120061953
2073289,25/11/2010,12:13:00,0.388,0.835810194578405,-0.447810194578405
2073290,25/11/2010,12:14:00,0.646,0.8361493679561904,-0.19014936795619042
2073291,25/11/2010,12:15:00,1.936,0.8364885413339759,1.099511458666024
2073292,25/11/2010,12:16:00,1.336,0.8368277147117612,0.49917228528823887
2073293,25/11/2010,12:17:00,0.446,0.8371668880895466,-0.39116688808954664
2073294,25/11/2010,12:18:00,0.444,0.8375060614673321,-0.3935060614673321
2073295,25/11/2010,12:19:00,0.446,0.8378452348451175,-0.3918452348451175
2073296,25/11/2010,12:20:00,0.442,0.8381844082229029,-0.39618440822290285
2073297,25/11/2010,12:21:00,0.436,0.8385235816006883,-0.4025235816006883
2073298,25/11/2010,12:22:00,0.372,0.8388627549784737,-0.46686275497847374
2073299,25/11/2010,12:23:00,0.372,0.8392019283562591,-0.46720192835625907
2073300,25/11/2010,12:24:00,0.37,0.8395411017340445,-0.4695411017340445
2073301,25/11/2010,12:25:00,0.37,0.8398802751118299,-0.46988027511182995
2073302,25/11/2010,12:26:00,0.368,0.8402194484896153,-0.4722194484896153
2073303,25/11/2010,12:27:00,0.372,0.8405586218674007,-0.4685586218674007
2073304,25/11/2010,12:28:00,0.374,0.8408977952451862,-0.46689779524518615
2073305,25/11/2010,12:29:00,0.372,0.8412369686229716,-0.4692369686229716
2073306,25/11/2010,12:30:00,0.476,0.8415761420007569,-0.36557614200075694
2073307,25/11/2010,12:31:00,0.478,0.8419153153785424,-0.3639153153785424
2073308,25/11/2010,12:32:00,0.474,0.8422544887563278,-0.3682544887563278
2073309,25/11/2010,12:33:00,0.474,0.8425936621341132,-0.36859366213411326
2073310,25/11/2010,12:34:00,0.47,0.8429328355118986,-0.3729328355118986
2073311,25/11/2010,12:35:00,0.468,0.843272008889684,-0.375272008889684
2073312,25/11/2010,12:36:00,0.466,0.8436111822674695,-0.3776111822674694
2073313,25/11/2010,12:37:00,0.466,0.8439503556452548,-0.37795035564525475
2073314,25/11/2010,12:38:00,0.464,0.8442895290230402,-0.3802895290230402
2073315,25/11/2010,12:39:00,0.462,0.8446287024008257,-0.38262870240082564
2073316,25/11/2010,12:40:00,0.462,0.8449678757786111,-0.3829678757786111
2073317,25/11/2010,12:41:00,0.462,0.8453070491563964,-0.3833070491563964
2073318,25/11/2010,12:42:00,0.478,0.8456462225341819,-0.3676462225341819
2073319,25/11/2010,12:43:00,0.528,0.8459853959119673,-0.3179853959119673
2073320,25/11/2010,12:44:00,0.476,0.8463245692897527,-0.37032456928975277
2073321,25/11/2010,12:45:00,0.456,0.8466637426675381,-0.39066374266753806
2073322,25/11/2010,12:46:00,0.444,0.8470029160453235,-0.4030029160453235
2073323,25/11/2010,12:47:00,0.444,0.847342089423109,-0.40334208942310895
2073324,25/11/2010,12:48:00,0.444,0.8476812628008943,-0.4036812628008943
2073325,25/11/2010,12:49:00,0.44,0.8480204361786797,-0.4080204361786797
2073326,25/11/2010,12:50:00,0.434,0.8483596095564652,-0.41435960955646517
2073327,25/11/2010,12:51:00,0.434,0.8486987829342506,-0.4146987829342506
2073328,25/11/2010,12:52:00,0.38,0.8490379563120359,-0.46903795631203593
2073329,25/11/2010,12:53:00,0.358,0.8493771296898214,-0.4913771296898214
2073330,25/11/2010,12:54:00,0.354,0.8497163030676068,-0.49571630306760683
2073331,25/11/2010,12:55:00,1.194,0.8500554764453923,0.3439445235546077
2073332,25/11/2010,12:56:00,0.948,0.8503946498231776,0.09760535017682237
2073333,25/11/2010,12:57:00,0.704,0.850733823200963,-0.14673382320096306
2073334,25/11/2010,12:58:00,0.366,0.8510729965787485,-0.48507299657874847
2073335,25/11/2010,12:59:00,0.368,0.8514121699565338,-0.4834121699565338
2073336,25/11/2010,13:00:00,0.366,0.8517513433343192,-0.48575134333431924
2073337,25/11/2010,13:01:00,0.36,0.8520905167121047,-0.4920905167121047
2073338,25/11/2010,13:02:00,0.356,0.85242969008989,-0.49642969008989
2073339,25/11/2010,13:03:00,0.356,0.8527688634676754,-0.49676886346767546
2073340,25/11/2010,13:04:00,0.358,0.8531080368454609,-0.4951080368454609
2073341,25/11/2010,13:05:00,0.4,0.8534472102232463,-0.4534472102232463
2073342,25/11/2010,13:06:00,0.466,0.8537863836010318,-0.38778638360103174
2073343,25/11/2010,13:07:00,0.464,0.8541255569788171,-0.39012555697881707
2073344,25/11/2010,13:08:00,0.462,0.8544647303566025,-0.3924647303566025
2073345,25/11/2010,13:09:00,0.46,0.854803903734388,-0.39480390373438795
2073346,25/11/2010,13:10:00,0.456,0.8551430771121733,-0.3991430771121733
2073347,25/11/2010,13:11:00,0.456,0.8554822504899587,-0.3994822504899587
2073348,25/11/2010,13:12:00,0.46,0.8558214238677442,-0.39582142386774416
2073349,25/11/2010,13:13:00,0.46,0.8561605972455295,-0.3961605972455295
2073350,25/11/2010,13:14:00,0.342,0.856499770623315,-0.514499770623315
2073351,25/11/2010,13:15:00,0.418,0.8568389440011004,-0.4388389440011004
2073352,25/11/2010,13:16:00,0.818,0.8571781173788858,-0.03917811737888588
2073353,25/11/2010,13:17:00,0.332,0.8575172907566712,-0.5255172907566712
2073354,25/11/2010,13:18:00,0.35,0.8578564641344566,-0.5078564641344566
2073355,25/11/2010,13:19:00,0.398,0.858195637512242,-0.460195637512242
2073356,25/11/2010,13:20:00,0.808,0.8585348108900275,-0.050534810890027426
2073357,25/11/2010,13:21:00,0.69,0.8588739842678128,-0.16887398426781286
2073358,25/11/2010,13:22:00,0.294,0.8592131576455982,-0.5652131576455983
2073359,25/11/2010,13:23:00,0.296,0.8595523310233837,-0.5635523310233836
2073360,25/11/2010,13:24:00,0.294,0.859891504401169,-0.565891504401169
2073361,25/11/2010,13:25:00,0.292,0.8602306777789545,-0.5682306777789545
2073362,25/11/2010,13:26:00,0.29,0.8605698511567399,-0.5705698511567399
2073363,25/11/2010,13:27:00,0.294,0.8609090245345253,-0.5669090245345254
2073364,25/11/2010,13:28:00,0.24,0.8612481979123107,-0.6212481979123107
2073365,25/11/2010,13:29:00,0.224,0.8615873712900961,-0.6375873712900961
2073366,25/11/2010,13:30:00,0.224,0.8619265446678815,-0.6379265446678816
2073367,25/11/2010,13:31:00,0.218,0.862265718045667,-0.644265718045667
2073368,25/11/2010,13:32:00,0.218,0.8626048914234523,-0.6446048914234523
2073369,25/11/2010,13:33:00,0.218,0.8629440648012378,-0.6449440648012378
2073370,25/11/2010,13:34:00,0.218,0.8632832381790232,-0.6452832381790232
2073371,25/11/2010,13:35:00,0.218,0.8636224115568085,-0.6456224115568086
2073372,25/11/2010,13:36:00,0.218,0.863961584934594,-0.645961584934594
2073373,25/11/2010,13:37:00,0.218,0.8643007583123794,-0.6463007583123794
2073374,25/11/2010,13:38:00,0.216,0.8646399316901648,-0.6486399316901649
2073375,25/11/2010,13:39:00,0.214,0.8649791050679502,-0.6509791050679502
2073376,25/11/2010,13:40:00,0.214,0.8653182784457356,-0.6513182784457356
2073377,25/11/2010,13:41:00,0.294,0.865657451823521,-0.5716574518235211
2073378,25/11/2010,13:42:00,0.328,0.8659966252013065,-0.5379966252013064
2073379,25/11/2010,13:43:00,0.326,0.8663357985790918,-0.5403357985790918
2073380,25/11/2010,13:44:00,0.324,0.8666749719568773,-0.5426749719568773
2073381,25/11/2010,13:45:00,0.324,0.8670141453346627,-0.5430141453346626
2073382,25/11/2010,13:46:00,0.322,0.867353318712448,-0.545353318712448
2073383,25/11/2010,13:47:00,0.322,0.8676924920902335,-0.5456924920902335
2073384,25/11/2010,13:48:00,0.43,0.8680316654680189,-0.4380316654680189
2073385,25/11/2010,13:49:00,0.424,0.8683708388458042,-0.44437083884580425
2073386,25/11/2010,13:50:00,0.378,0.8687100122235897,-0.4907100122235897
2073387,25/11/2010,13:51:00,0.316,0.8690491856013751,-0.5530491856013751
2073388,25/11/2010,13:52:00,0.326,0.8693883589791606,-0.5433883589791606
2073389,25/11/2010,13:53:00,0.49,0.8697275323569459,-0.3797275323569459
2073390,25/11/2010,13:54:00,0.49,0.8700667057347313,-0.38006670573473134
2073391,25/11/2010,13:55:00,0.43,0.8704058791125168,-0.4404058791125168
2073392,25/11/2010,13:56:00,0.294,0.8707450524903022,-0.5767450524903022
2073393,25/11/2010,13:57:00,0.302,0.8710842258680875,-0.5690842258680875
2073394,25/11/2010,13:58:00,0.302,0.871423399245873,-0.569423399245873
2073395,25/11/2010,13:59:00,0.298,0.8717625726236584,-0.5737625726236584
2073396,25/11/2010,14:00:00,0.39,0.8721017460014437,-0.48210174600144373
2073397,25/11/2010,14:01:00,0.41,0.8724409193792292,-0.4624409193792292
2073398,25/11/2010,14:02:00,0.41,0.8727800927570146,-0.46278009275701465
2073399,25/11/2010,14:03:00,0.408,0.8731192661348001,-0.4651192661348001
2073400,25/11/2010,14:04:00,0.408,0.8734584395125854,-0.4654584395125854
2073401,25/11/2010,14:05:00,0.352,0.8737976128903708,-0.5217976128903709
2073402,25/11/2010,14:06:00,0.334,0.8741367862681563,-0.5401367862681563
2073403,25/11/2010,14:07:00,0.328,0.8744759596459417,-0.5464759596459416
2073404,25/11/2010,14:08:00,0.314,0.874815133023727,-0.560815133023727
2073405,25/11/2010,14:09:00,0.218,0.8751543064015125,-0.6571543064015125
2073406,25/11/2010,14:10:00,0.216,0.8754934797792979,-0.659493479779298
2073407,25/11/2010,14:11:00,0.216,0.8758326531570833,-0.6598326531570833
2073408,25/11/2010,14:12:00,0.222,0.8761718265348687,-0.6541718265348687
2073409,25/11/2010,14:13:00,0.224,0.8765109999126541,-0.6525109999126542
2073410,25/11/2010,14:14:00,0.226,0.8768501732904396,-0.6508501732904396
2073411,25/11/2010,14:15:00,0.274,0.8771893466682249,-0.6031893466682249
2073412,25/11/2010,14:16:00,0.406,0.8775285200460103,-0.4715285200460103
2073413,25/11/2010,14:17:00,0.412,0.8778676934237958,-0.4658676934237958
2073414,25/11/2010,14:18:00,0.334,0.8782068668015812,-0.5442068668015811
2073415,25/11/2010,14:19:00,0.33,0.8785460401793665,-0.5485460401793665
2073416,25/11/2010,14:20:00,0.328,0.878885213557152,-0.550885213557152
2073417,25/11/2010,14:21:00,0.328,0.8792243869349374,-0.5512243869349374
2073418,25/11/2010,14:22:00,0.328,0.8795635603127228,-0.5515635603127227
2073419,25/11/2010,14:23:00,0.322,0.8799027336905082,-0.5579027336905082
2073420,25/11/2010,14:24:00,0.32,0.8802419070682936,-0.5602419070682936
2073421,25/11/2010,14:25:00,0.32,0.8805810804460791,-0.5605810804460791
2073422,25/11/2010,14:26:00,0.316,0.8809202538238644,-0.5649202538238645
2073423,25/11/2010,14:27:00,0.322,0.8812594272016498,-0.5592594272016498
2073424,25/11/2010,14:28:00,0.324,0.8815986005794353,-0.5575986005794353
2073425,25/11/2010,14:29:00,0.322,0.8819377739572207,-0.5599377739572207
2073426,25/11/2010,14:30:00,0.322,0.8822769473350061,-0.560276947335006
2073427,25/11/2010,14:31:00,0.238,0.8826161207127915,-0.6446161207127915
2073428,25/11/2010,14:32:00,0.228,0.8829552940905769,-0.654955294090577
2073429,25/11/2010,14:33:00,0.226,0.8832944674683623,-0.6572944674683623
2073430,25/11/2010,14:34:00,0.316,0.8836336408461477,-0.5676336408461478
2073431,25/11/2010,14:35:00,0.308,0.8839728142239331,-0.5759728142239331
2073432,25/11/2010,14:36:00,0.306,0.8843119876017185,-0.5783119876017184
2073433,25/11/2010,14:37:00,0.306,0.8846511609795039,-0.578651160979504
2073434,25/11/2010,14:38:00,0.3,0.8849903343572894,-0.5849903343572893
2073435,25/11/2010,14:39:00,0.298,0.8853295077350748,-0.5873295077350749
2073436,25/11/2010,14:40:00,0.296,0.8856686811128601,-0.5896686811128602
2073437,25/11/2010,14:41:00,0.296,0.8860078544906456,-0.5900078544906455
2073438,25/11/2010,14:42:00,0.284,0.886347027868431,-0.6023470278684311
2073439,25/11/2010,14:43:00,0.23,0.8866862012462164,-0.6566862012462165
2073440,25/11/2010,14:44:00,0.228,0.8870253746240018,-0.6590253746240018
2073441,25/11/2010,14:45:00,0.228,0.8873645480017872,-0.6593645480017872
2073442,25/11/2010,14:46:00,0.226,0.8877037213795727,-0.6617037213795727
2073443,25/11/2010,14:47:00,0.228,0.888042894757358,-0.660042894757358
2073444,25/11/2010,14:48:00,0.23,0.8883820681351434,-0.6583820681351434
2073445,25/11/2010,14:49:00,0.23,0.8887212415129289,-0.6587212415129289
2073446,25/11/2010,14:50:00,0.222,0.8890604148907143,-0.6670604148907143
2073447,25/11/2010,14:51:00,0.222,0.8893995882684996,-0.6673995882684997
2073448,25/11/2010,14:52:00,0.296,0.8897387616462851,-0.593738761646285
2073449,25/11/2010,14:53:00,0.336,0.8900779350240705,-0.5540779350240705
2073450,25/11/2010,14:54:00,0.332,0.890417108401856,-0.5584171084018559
