,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_11,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
1823,0.0,0.1928020565552699,0.540594052703901,0.5905795856666781,0.5050618672665916,0.12453672506738545,0.2441112226223508,0.03462606070840545,0.9304914300170767,0.3386040568599265,0.07692307692307693,1.0,1.0,1.0,0.0,0.0,0.2,0.5,0.5,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,0.9643186675525467,0.9402664084626402,0.818123524909957,0.1588,0.1335,0.9956983080011472,0.9722222222222222,0.149,0.1904761904761905,0.1379,0.3333,0.375,0.16,0.1384401412217824,0.2755,0.0,0.0,0.1618,0.1386,0.9984992496248125,0.9722222222222223,0.1503,0.19044804350396027,0.1379,0.3333,0.375,0.1636,0.1414,0.2871,0.0,0.0,0.1603,0.1335,0.9720670391061462,0.9722605575489925,0.1499,0.1904761904761905,0.1379,0.3333,0.375,0.1628,0.13850036807235253,0.2805,0.0,0.0,0.2167,0.0,0.0,0.0,0.0,0.996305093692267,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0625
1861,0.0,0.038560411311053984,0.13493218530076062,0.1134091455663586,0.11698537682789652,0.6309523809523809,0.308459767400673,0.03199275974163043,0.41256087533995317,0.4999201405526274,0.12307692307692308,1.0,1.0,1.0,1.0,0.0,0.2,0.0,0.0,0.6842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.762153256789103,0.8623117300827462,0.3726420002702192,0.2289,0.1277,0.9587037568110124,0.7314814814814814,0.0715,0.380952380952381,0.1379,0.3333,0.375,0.1036,0.1951428265753718,0.2185,0.08852459016393442,0.1450743127712745,0.2332,0.1325,0.9855927963981991,0.7314342403628118,0.0722,0.38089608700792055,0.1379,0.3333,0.375,0.106,0.1993,0.2277,0.08848405985686401,0.14511119393713506,0.2311,0.1277,0.7318435754189948,0.7314380347778084,0.072,0.380952380952381,0.1379,0.3333,0.375,0.1054,0.19518351035860762,0.2225,0.08868601238995762,0.14506570471527958,0.2449,0.0,0.0,0.0,0.0,0.5969912905779889,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625
1863,0.0,0.07455012853470437,0.21310016178053354,0.4187652454735974,0.19122609673790777,0.2997108041329739,0.3308341696676309,0.034602313505298264,0.8365062298399848,0.5631688228717457,0.06153846153846154,1.0,0.0,1.0,0.0,0.0,0.2,0.5,0.5,0.6842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.816747369828743,0.7108920772397626,0.9584801847552972,0.1113,0.0814,0.9701749354746201,0.8055555555555555,0.0,0.14285714285714285,0.1034,0.3333,0.375,0.0268,0.09714346849256447,0.1165,0.0,0.0,0.1134,0.0845,0.9895947973986994,0.8055555555555556,0.0,0.1428064783071285,0.1034,0.3333,0.375,0.0274,0.0992,0.1213,0.0,0.0,0.1124,0.0814,0.806331471135941,0.8055478884902014,0.0,0.14285714285714285,0.1034,0.3333,0.375,0.0273,0.0970659375328636,0.1186,0.0,0.0,0.1346,0.0,0.0,0.0,0.0,0.9928741092636579,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1931,0.25,0.17737789203084833,0.1739716105624412,0.25653622839866697,0.156355455568054,1.0,0.6034004368616801,0.03347827922489129,0.487571943583581,0.24788372464462546,0.18461538461538463,1.0,1.0,1.0,1.0,0.0,0.4,0.0,0.0,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.7359237415423598,0.925995778032773,0.7321350264120795,0.5546,0.2638,0.9673071408087182,0.7870370370370372,0.2895,0.761904761904762,0.2759,0.6667,0.7083,0.0,0.4756606397774687,0.7042,0.1137704918032787,0.09417335262396423,0.5651,0.2737,0.9885942971485743,0.7869897959183674,0.2921,0.7619103912992079,0.2759,0.6667,0.7083,0.0,0.4858,0.7337,0.11385816525699416,0.0941731892160517,0.56,0.2638,0.7877094972067045,0.7870549268561965,0.2913,0.761904761904762,0.2759,0.6667,0.7083,0.0,0.4756546429698181,0.7168,0.11379197913270298,0.09417675856737955,0.5694,0.0,0.0,0.0,0.0,0.4476115069939298,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0625
1946,0.0,0.11311053984575835,0.22155810222634384,0.2678393513587797,0.22384701912260968,0.12255727762803234,0.8230710195407048,0.02756522565120108,0.9896907216494846,0.9776393547356652,0.1076923076923077,1.0,1.0,1.0,0.0,0.0,0.2,0.5,0.0,0.42105263157894735,0.0,0.0,0.0,0.0,1.0,1.0,0.36835708165123027,0.28521319914334714,0.5508193297153414,0.0598,0.08,0.9885288213363923,0.9259259259259259,0.0092,0.0,0.069,0.1667,0.0417,0.0708,0.04942762383652509,0.0717,0.038032786885245896,0.03577535183480205,0.0609,0.083,0.9959979989994997,0.9258786848072562,0.0093,0.0,0.069,0.1667,0.0417,0.0724,0.0505,0.0747,0.03806115810019518,0.035780842340663435,0.0604,0.08,0.9255121042830539,0.925890146287607,0.0093,0.0,0.069,0.1667,0.0417,0.072,0.049426858765380166,0.073,0.03782197587218781,0.03581551146611698,0.0674,0.18518518518518517,0.25,0.18518518518518517,0.25,0.6598046978094484,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.125
1952,0.25,0.12596401028277635,0.15386750241993893,0.2198440237743498,0.156355455568054,0.6309523809523809,0.5996221736820355,0.035449297082788024,0.5412687369552843,0.28813288612042803,0.046153846153846156,1.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.7894736842105263,0.0,0.0,0.0,0.0,1.0,1.0,0.8279770832203904,0.9191185842988104,0.8656712634605978,0.0495,0.0,0.9073702322913679,0.39814814814814825,0.006,0.0,0.0345,0.0417,0.0833,0.022,0.04311543810848401,0.0406,0.0,0.0,0.0504,0.0,0.9676838419209605,0.39810090702947853,0.006,0.0,0.0345,0.0417,0.0833,0.0225,0.0441,0.0423,0.0,0.0,0.05,0.0,0.3985102420856608,0.39815070383659945,0.006,0.0,0.0345,0.0417,0.0833,0.0224,0.0431170470080976,0.0413,0.0,0.0,0.0352,0.0,0.0,0.0,0.0,0.8598574821852731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
1961,0.5,0.07455012853470437,0.07612259218895605,0.16487442883155254,0.06636670416197975,1.0,0.6646201074443592,0.03511155908304133,0.5151476819935488,0.36080498322951604,0.09230769230769231,1.0,1.0,1.0,1.0,0.0,0.6,0.0,0.0,0.3684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.18701095362293693,0.9168383243186011,0.5238879191867848,0.089,0.0771,0.9260108976197303,0.7777777777777778,0.0,0.028571428571428574,0.1345,0.2167,0.7083,0.0,0.18251845511928963,0.0697,0.0,0.04406155464948047,0.084,0.0651,0.9721860930465233,0.7777777777777777,0.0,0.0,0.1379,0.1667,0.7083,0.0,0.1864,0.0521,0.0,0.0,0.0833,0.0843,0.49162011173184345,0.777808446039194,0.0,0.0,0.1379,0.1667,0.7083,0.0,0.18256388684404248,0.0704,0.0,0.0,0.0393,0.0,0.0,0.0,0.0,0.4243863816310372,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0625
2051,0.0,0.03598971722365039,0.11794297292601644,0.09733053904559041,0.10236220472440945,0.25023865678346807,0.2804179703642482,0.03518807784860894,0.8676870533173108,0.45328222328701484,0.15384615384615385,1.0,0.0,1.0,0.0,0.0,0.2,0.5,0.5,0.3684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.7812134806054937,0.6805125885084718,0.8898993242339033,0.1195,0.1024,0.9443647834815028,0.638888888888889,0.0133,0.0,0.2897,0.1667,0.2083,0.1264,0.06836418102064834,0.1176,0.0,0.051295541233723534,0.0798,0.0746,0.9810905452726363,0.6388888888888888,0.0134,0.0,0.2069,0.1667,0.2083,0.1399,0.0698,0.0763,0.0,0.0,0.0791,0.0975,0.6480446927374295,0.6388352194314104,0.0134,0.0,0.2069,0.1667,0.2083,0.1392,0.0683562940372279,0.0938,0.0,0.04393197629476939,0.1748,0.18518518518518517,0.25,0.18518518518518517,0.25,0.5508049617313275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875
2064,0.25,0.05912596401028278,0.12839778606611565,0.19641323392998247,0.11136107986501688,0.42190307726864335,0.350788122085129,0.025649617933887786,0.7617481500221365,0.6155566203481871,0.015384615384615385,1.0,0.0,1.0,0.0,0.0,0.2,0.5,0.5,0.3684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.7278874284610402,0.8763367549563502,0.6686648621662064,0.0186,0.04,0.9515342701462575,0.6851851851851853,0.0022,0.0,0.1034,0.0417,0.0417,0.0,0.016154916015833957,0.0172,0.0,0.0,0.0189,0.0415,0.9830915457728864,0.685232426303855,0.0022,0.0,0.1034,0.0417,0.0417,0.0,0.0165,0.018,0.0,0.0,0.0187,0.04,0.6852886405959026,0.685205630692796,0.0022,0.0,0.1034,0.0417,0.0417,0.0,0.016195183510358608,0.0176,0.0,0.0,0.0147,0.0,0.0,0.0,0.0,0.8611770915808921,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0625
2080,0.0,0.08226221079691516,0.2287039732125733,0.34266671247466246,0.2013498312710911,0.6309523809523809,0.18602042623531495,1.0,0.9001960660299791,0.40249161475802586,0.12307692307692308,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.8421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.5481692768851554,0.9027411744273937,0.6379991933732921,0.2103,0.0653,0.9913966160022942,0.9259259259259259,0.1243,0.1904761904761905,0.069,0.6667,0.7083,0.0925,0.1780250347705146,0.2135,0.07606557377049179,0.03801131132447718,0.2143,0.0678,0.9969984992496248,0.9258786848072562,0.1254,0.19044804350396027,0.069,0.6667,0.7083,0.0946,0.1818,0.2225,0.07579700715679896,0.03789290595104982,0.2123,0.0653,0.9441340782122905,0.925890146287607,0.1251,0.1904761904761905,0.069,0.6667,0.7083,0.0941,0.17804185508465664,0.2174,0.07597000326051517,0.03800566864210255,0.2422,0.0,0.0,0.0,0.0,0.6014779625230932,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.25
2082,0.0,0.07455012853470437,0.07195285124088151,0.24248462569141443,0.06636670416197975,0.3353548966756514,0.4624830273333727,0.033420230506184825,0.6935045221681108,0.9123143267848587,0.09230769230769231,1.0,0.0,1.0,0.0,0.0,0.2,0.5,0.5,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.81546737650862,0.8158201046248901,0.9261308414081414,0.0866,0.0889,0.9716088328075709,0.814814814814815,0.0173,0.1904761904761905,0.1379,0.25,0.2917,0.074,0.07553225633893228,0.099,0.0,0.0,0.0882,0.0923,0.9900950475237619,0.814767573696145,0.0175,0.19044804350396027,0.1379,0.25,0.2917,0.0757,0.0771,0.1032,0.0,0.0,0.0874,0.0889,0.8156424581005581,0.814794369307204,0.0174,0.1904761904761905,0.1379,0.25,0.2917,0.0753,0.0755074140288148,0.1008,0.0,0.0,0.1025,0.037037037037037035,0.25,0.037037037037037035,0.25,0.7648456057007126,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2087,0.25,0.07455012853470437,0.08617690261353406,0.11677603325660495,0.08886389201349831,0.6309523809523809,0.4591770470511837,0.023865939122725544,0.2952374928847005,0.9044881009423414,0.046153846153846156,1.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.42105263157894735,0.0,1.0,1.0,0.0,0.0,0.0,0.5229557487491587,0.908885689414156,0.43118428381439894,0.0082,0.0,0.9131058216231718,0.4351851851851853,0.0,0.0,0.069,0.0417,0.0833,0.0,0.007168075318283942,0.0075,0.0,0.0,0.0084,0.0,0.9696848424212107,0.43509070294784585,0.0,0.0,0.069,0.0417,0.0833,0.0,0.0073,0.0078,0.0,0.0,0.0083,0.0,0.4357541899441339,0.4351366271046095,0.0,0.0,0.069,0.0417,0.0833,0.0,0.007151119991586918,0.0076,0.0,0.0,0.0059,0.0,0.0,0.0,0.0,0.8590657165479019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
2115,0.0,0.10539845758354756,0.274086007676114,0.31270828323083794,0.2530933633295838,0.272868935309973,0.1975323218607946,0.03401391058386457,0.3695528429574347,0.2501197891710589,0.2,1.0,1.0,1.0,1.0,0.0,0.2,1.0,0.5,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.9678038884084056,0.7773348702715194,0.7398268943293018,0.2186,0.1547,0.935761399483797,0.5833333333333333,0.0172,0.1904761904761905,0.1379,0.3333,0.375,0.0757,0.1888306408473307,0.21,0.025245901639344263,0.02472708141523083,0.2227,0.1606,0.9776888444222112,0.5833333333333333,0.0174,0.19044804350396027,0.1379,0.3333,0.375,0.0775,0.1928,0.2188,0.02537410540013012,0.024723568145111195,0.2207,0.1547,0.5828677839851026,0.5833563345293956,0.0174,0.1904761904761905,0.1379,0.3333,0.375,0.077,0.18887369860132508,0.2138,0.025432018258884904,0.02473589281113115,0.1787,0.0,0.0,0.0,0.0,0.6737925574030087,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375
2137,0.25,0.15167095115681234,0.009587245285913811,0.04191431614388291,0.010123734533183352,1.0,0.3873310112757542,0.029549436399712924,0.49592056163430526,0.7161795240376937,0.046153846153846156,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.8421052631578947,1.0,0.0,1.0,1.0,0.0,1.0,0.41751205130292846,0.8977569977755805,0.5778637744709606,0.1254,0.0594,0.935761399483797,0.5833333333333333,0.0728,0.13333333333333333,0.069,0.5,0.5417,0.0075,0.10720017117791805,0.1017,0.03049180327868852,0.051295541233723534,0.1029,0.0402,0.9776888444222112,0.5833333333333333,0.0533,0.09528313039366357,0.0345,0.5417,0.5833,0.0076,0.09,0.055,0.0,0.0,0.102,0.0391,0.5828677839851026,0.5833563345293956,0.0531,0.09523809523809525,0.0345,0.5417,0.5833,0.0076,0.08812703754337996,0.0863,0.0,0.0,0.2007,0.1111111111111111,0.0,0.1111111111111111,0.0,0.7608867775138559,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
2152,0.0,0.061696658097686374,0.02412718612432958,0.02229704194867214,0.02699662542182227,0.09535040431266846,0.5241749808135073,0.03259171697555621,0.363038390993612,0.245008784539211,0.07692307692307693,1.0,1.0,1.0,1.0,0.0,0.2,1.0,1.0,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.7092188234845549,0.08839559016428988,0.6747403569520816,0.1052,0.1143,0.9343275021508459,0.5740740740740742,0.0114,0.0,0.2069,0.1667,0.0,0.0473,0.09168717235476624,0.0897,0.0,0.0,0.1071,0.1186,0.9771885942971485,0.5739795918367347,0.0116,0.0,0.2069,0.1667,0.0,0.0484,0.0937,0.0934,0.0,0.0,0.1062,0.1143,0.5735567970204833,0.5741098537123931,0.0115,0.0,0.2069,0.1667,0.0,0.0482,0.09170259753917341,0.0913,0.0,0.0,0.0768,0.07407407407407407,0.0,0.07407407407407407,0.0,0.8453417788334653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625
2160,0.25,0.061696658097686374,0.09745866924793488,0.13395403167622907,0.10011248593925759,0.2997108041329739,0.49194167306216424,0.03372366699033225,0.9488330908860919,0.9960070276313688,0.03076923076923077,1.0,0.0,1.0,0.0,0.0,0.2,0.5,0.5,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.46176810149893166,0.9468652728284491,0.7106806799143247,0.3062,0.1786,0.9558359621451105,0.7129629629629631,0.1112,0.380952380952381,0.2759,0.3333,0.375,0.2497,0.2653257729752862,0.3145,0.025245901639344263,0.022885703011968957,0.312,0.1853,0.9845922961480741,0.7130102040816326,0.1123,0.38089608700792055,0.2759,0.3333,0.375,0.2554,0.2709,0.3276,0.02537410540013012,0.022859982606534976,0.3092,0.1786,0.7132216014897583,0.7129450731438035,0.112,0.380952380952381,0.2759,0.3333,0.375,0.254,0.2652224208644442,0.3201,0.025432018258884904,0.022932233960319504,0.3119,0.037037037037037035,0.0,0.037037037037037035,0.0,0.7321192926893639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2186,0.0,0.43444730077120824,0.45735605029862836,0.7520184148143059,0.437570303712036,0.272868935309973,0.09982879744967235,0.023910794950816903,0.2961861994813737,0.2106692221689826,0.1076923076923077,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.9186932772891057,0.6980377178718701,0.23538954730028547,0.034,0.0241,0.9260108976197303,0.5185185185185185,0.0097,0.0,0.069,0.125,0.1667,0.015,0.026960522092650048,0.0228,0.038032786885245896,0.014467973168486123,0.0347,0.0251,0.9741870935467734,0.5184240362811792,0.0098,0.0,0.069,0.125,0.1667,0.0154,0.0275,0.0237,0.03806115810019518,0.01441172816498944,0.0344,0.0241,0.5195530726256972,0.518492961634005,0.0098,0.0,0.069,0.125,0.1667,0.0153,0.02702702702702703,0.0232,0.03782197587218781,0.014429270806493172,0.0256,0.037037037037037035,0.0,0.037037037037037035,0.0,0.6753760886777513,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375
2235,0.0,0.12082262210796915,0.15386750241993893,0.11385577352526884,0.156355455568054,0.38447607816711593,0.4749394887537635,0.03261018702241736,0.9804566441085321,0.9488899536815205,0.26153846153846155,1.0,0.0,1.0,0.0,0.0,0.2,0.5,0.5,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.4091842826713077,0.8441485132269338,0.4272923933949308,0.1907,0.0185,0.9457986808144536,0.6481481481481483,0.0274,0.0,0.3793,0.1667,0.2083,0.1483,0.16636353910345567,0.1819,0.0,0.0,0.1943,0.0192,0.9810905452726363,0.6481009070294785,0.0277,0.0,0.3793,0.1667,0.2083,0.1517,0.1699,0.1896,0.0,0.0,0.1926,0.0185,0.6480446927374295,0.6482197074247861,0.0276,0.0,0.3793,0.1667,0.2083,0.1509,0.1663687033336839,0.1852,0.0,0.0,0.1581,0.18518518518518517,0.0,0.18518518518518517,0.0,0.5901293217207707,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.3125
2255,0.0,0.4087403598971722,0.32309400193595117,0.477514000068712,0.3250843644544432,0.017267520215633422,0.7702343703878624,0.02798212099463841,0.6430965783315413,0.36783261459830696,0.046153846153846156,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.2631578947368421,0.0,0.0,0.0,1.0,1.0,0.0,0.4368335392002308,0.9454685973087604,0.5903511812261216,0.033,0.0374,0.9515342701462575,0.6851851851851853,0.0093,0.0,0.069,0.125,0.1667,0.0087,0.028779287471916125,0.0327,0.0,0.033144811258713665,0.0336,0.0388,0.9830915457728864,0.685232426303855,0.0094,0.0,0.069,0.125,0.1667,0.0089,0.0294,0.0341,0.0,0.033047583550751644,0.0333,0.0374,0.6852886405959026,0.685205630692796,0.0094,0.0,0.069,0.125,0.1667,0.0088,0.02881480702492376,0.0333,0.0,0.03311002318989951,0.0336,0.037037037037037035,0.0,0.0,0.0,0.9601477962523093,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2271,0.5,0.03598971722365039,0.02412718612432958,0.0863709760538702,0.02699662542182227,0.42190307726864335,0.6535804947163351,0.03365242538101068,0.5768768578837519,0.2007666506947772,0.1076923076923077,1.0,1.0,1.0,0.0,0.0,0.6,0.5,0.5,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.6813299275874315,0.6803656241183542,0.9248094749249316,0.0608,0.0662,0.973042730140522,0.8240740740740741,0.0176,0.0,0.1379,0.1667,0.2083,0.0671,0.05220926500481438,0.0622,0.012786885245901639,0.03248717611469157,0.062,0.0687,0.9905952976488245,0.8241213151927438,0.0178,0.0,0.1379,0.1667,0.2083,0.0686,0.0533,0.0648,0.01268705270006506,0.032426388371226245,0.0614,0.0662,0.8249534450651775,0.8240408501242066,0.0177,0.0,0.1379,0.1667,0.2083,0.0683,0.05216111052686928,0.0633,0.012716009129442452,0.03246585931460964,0.0639,0.2962962962962963,0.0,0.25925925925925924,0.0,0.9643705463182898,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.1875
2274,0.0,0.10025706940874037,0.4157951501941592,0.4185591094925619,0.38020247469066365,0.08420372866127583,0.37735403506700516,1.0,0.49693251533742333,0.6847149017728797,0.18461538461538463,0.0,0.0,1.0,0.0,0.0,0.2,0.5,0.5,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,0.7399829075316261,0.6645951722362187,0.26510110763424083,0.0825,0.0668,0.9331803842844852,0.5648148148148149,0.0099,0.0,0.1379,0.1667,0.2083,0.0266,0.07189472558040012,0.0704,0.0,0.0,0.084,0.0693,0.976688344172086,0.564767573696145,0.01,0.0,0.1379,0.1667,0.2083,0.0272,0.0735,0.0734,0.0,0.0,0.0833,0.0668,0.5661080074487895,0.5648633728953906,0.0099,0.0,0.1379,0.1667,0.2083,0.0271,0.07193185403302135,0.0717,0.0,0.0,0.0835,0.0,0.0,0.0,0.0,0.6790709949854843,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.125
2306,0.0,0.03598971722365039,0.05233160271033162,0.06524203799773251,0.05511811023622047,0.2997108041329739,0.4545722888009918,0.03323553003757335,0.37992536841439506,0.9206197093116115,0.2923076923076923,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0,0.6115584947979417,0.7038823593458966,0.49922930086242756,0.5897,0.3073,0.9386291941496989,0.6018518518518519,0.1727,0.761904761904762,0.5517,0.3333,0.375,0.4242,0.5143896437359581,0.3611,0.0,0.2563461791398132,0.6008,0.3189,0.9785892946473237,0.6017573696145124,0.1743,0.7619103912992079,0.5517,0.3333,0.375,0.4339,0.5253,0.3762,0.0,0.2563051310721829,0.5954,0.3073,0.6014897579143391,0.6018492961634005,0.1738,0.761904761904762,0.5517,0.3333,0.375,0.4316,0.5143548217478179,0.3676,0.0,0.25637722236536975,0.4515,0.0,0.0,0.0,0.0,0.7062549485352335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.375
